Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
ed3802aa-8f45-3365-8283-dff836493c00,3d10019f-c88e-3de5-9916-6107b9c0263d,Van763 Franecki195,F,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,1604
4ba9d139-b76a-3e7c-b97a-fb6ff9da8554,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Andrea7 Hirthe744,M,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,1418
d0caa001-5736-3f44-b260-b261067c0c18,12c9daf5-a29c-36c9-ac55-28972463e566,Leigh689 Rutherford999,M,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,455
9d240ee1-a27d-3427-bb61-2f8cbcc58766,27379046-608b-32f0-9df7-8c833cf5d11d,Elinore878 Mosciski958,F,GENERAL PRACTICE,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,246
2211b62b-21cc-3440-bfb7-f392530e662b,226098a2-6a40-3588-b5bb-db56c3a30a04,Hal307 Renner328,M,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,914
65094818-f421-3df7-bdbc-c8f3616b38a4,b7175ab4-bde5-3848-891b-579bccb77c7c,Fritz267 Conroy74,M,GENERAL PRACTICE,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,67
9e46d11c-02b8-39e5-8e2a-ce75aca0fbc0,d733d4a9-080d-3593-b910-2366e652b7ea,Garry927 Witting912,M,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,83
51b37934-ccb2-3e28-99a3-9f8897b8305f,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Courtney281 Bradtke547,M,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,1018
c4b3b7c1-8ca5-3635-b2df-70c4b2781d37,d5117822-5756-389d-9547-891a372d580f,Owen89 Kunde533,M,GENERAL PRACTICE,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,1437
e81c2c72-05e3-37c1-8c20-d7198f53c6a4,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,Iluminada398 Mueller846,F,GENERAL PRACTICE,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,267
a9f6c86e-a61c-34e9-abb0-53905d52ab4c,6f122869-a856-3d65-8db9-099bf4f5bbb8,Jarrod316 Crooks415,M,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,1410
f10044e8-82ea-39e3-98a1-892ff90ce721,465de31f-3098-365c-af70-48a071e1f5aa,Houston994 Schiller186,M,GENERAL PRACTICE,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,1228
6be14120-5ffa-3c67-81f5-8435179f3477,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,Sandy901 Turner526,M,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,517
6a89e7e7-5dfd-349b-aded-7041fae21d5c,80e919cc-df1a-3838-b75e-541564a286e5,Leesa210 Lehner980,F,GENERAL PRACTICE,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,697
f9356252-e588-333d-9551-d9dcd26517e3,8e00f524-3a5f-313e-9542-378dfc61193f,Ossie995 Corkery305,F,GENERAL PRACTICE,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,125
029ffa22-e4ab-3d52-a876-05363653e7eb,161a799c-4894-36f6-8ca7-2a71c8107f79,Eboni653 Torp761,F,GENERAL PRACTICE,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,260
a1094890-3f41-322f-91ba-b4efb9821f9e,956ccb85-bea0-30f9-af48-52f5dd95ff72,Shirl54 Ankunding277,F,GENERAL PRACTICE,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,222
77dbb9a3-8696-3048-8285-523d4042ec1b,d7b11827-25f2-350b-bcd8-939fc59851b0,Adrian111 Murazik203,M,GENERAL PRACTICE,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,117
d0d9ce6f-4da2-3746-8df6-40df637c88c9,5103c940-0c08-392f-95cd-446e0cea042a,Loma263 Funk324,F,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,375
62b69b38-234d-3ecb-8a12-e55259cb6dc1,ff9863d3-3fa3-3861-900e-f00148f5d9c2,Roscoe437 Hilll811,M,GENERAL PRACTICE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,86
993c9d1f-ee80-3098-b797-2253cd30c489,72a10c1a-ee7c-3a01-97b1-33f63244c13e,Reinaldo138 Zieme486,M,GENERAL PRACTICE,200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,134
0aa3a067-cbfc-3033-8462-7637724e3ac5,1bd44727-a8e3-322d-9c14-a5c529d6ce6d,Elfrieda676 Wintheiser220,F,GENERAL PRACTICE,940 Belmont Street,Brockton,MA,02301,42.065655,-71.05398,789
f2461531-911d-3c0d-a26d-d2895e5cfc3d,be4c63f3-8d38-3fa9-a183-62045b5c85f6,Aron520 Botsford977,M,GENERAL PRACTICE,150 South Huntington Avenue,Jamaica Plain,MA,02130,42.32809,-71.11076,201
03a1286c-6b36-3632-8a86-39a5beced2e7,a7500efb-720b-3e44-990a-0c3edc5a3990,Lon587 Quitzon246,M,GENERAL PRACTICE,1400 VFW Parkway,West Roxbury,MA,02132,42.2793,-71.1657,52
e57a0713-94e8-35e0-89ac-9dac7082137f,ae67223f-808e-33d3-a83e-066deebf35ed,Melania287 Smitham825,F,GENERAL PRACTICE,421 North Main Street,Leeds,MA,01053,42.345066,-72.68291,66
e7076742-8249-39ed-a287-3b88f1e4732b,5259a506-b80b-3ed5-9c30-83188eabf33e,Ilana185 Dicki44,F,GENERAL PRACTICE,881 Main Street,Fitchburg,MA,01420,42.586487,-71.80521,144
589e1612-27c1-3845-8b3a-1bd58b373b59,53b25c4b-e95f-3dd1-8e69-d427cdd83631,Daren950 Schumm995,M,GENERAL PRACTICE,61 Lincoln Street  Suite 112,Framingham,MA,01702,42.28348,-71.41845,15
baca22e1-dbac-3d45-995a-ec338a1f377c,e0c85f99-d520-3f26-8dcd-cfbf172afc5a,Leigh689 D'Amore443,M,GENERAL PRACTICE,108 Merrimack St.,Haverhill,MA,01830,42.77449,-71.07901,289
930e8b5d-4f1d-3ba7-a6c8-79db4525ae8d,ed146054-9dd5-3f0b-83df-d29d983039c3,Dean966 Gusikowski974,F,GENERAL PRACTICE,233 Stevens St,Hyannis,MA,02601,41.651745,-70.294235,161
276d293a-366b-3370-8d65-e7d94fd7d4cd,8881e3ee-e915-31b3-867f-8e2fbe41e887,Roger751 Tromp100,M,GENERAL PRACTICE,225 Boston Road  Suite 107,Lynn,MA,01904,42.470093,-70.95994,643
87d2dd94-b4cb-3e95-8368-bc8931e70b20,de7eebed-6d89-3e62-b8d3-59d80c664399,Alejandra902 Delatorre612,F,GENERAL PRACTICE,73 Eagle Street,Pittsfield,MA,01201,42.451427,-73.25195,4394
a9e8b470-7644-37b4-bd55-073e6e74db49,d311e70d-86e7-3c03-b115-53892bcf7ef1,Gaston250 Casper496,M,GENERAL PRACTICE,605 Lincoln Street,Worcester,MA,01605,42.297756,-71.766815,22
c57b7e1a-3ebb-391c-8142-bf8a703a2704,3fbe3da9-8e41-3118-a253-7e2d1b46480f,Federico589 Hickle134,M,GENERAL PRACTICE,1041L Pearl St.,Brockton,MA,02301,42.055134,-71.06661,633
522e09b8-f926-3717-84b8-11e79084e750,78dbf052-6958-3c67-af45-b5a450b70fe4,Josh874 Stamm704,M,GENERAL PRACTICE,95 Ashley Avenue  Suite A,West Springfield,MA,01089,42.139397,-72.62382,22
44187965-c453-3d86-afe1-2ae942fb6536,3a2242e0-de37-303b-bdfc-e160c7eae518,Artie871 Schultz619,F,GENERAL PRACTICE,255 Park Ave Suite # 900,Worcester,MA,01609,42.265556,-71.818665,360
3938fc79-a2d5-37de-abfc-a238ccbd30cc,05f449e8-89fc-3204-ac89-2416cc734431,Julius90 Welch179,M,CLINICAL PSYCHOLOGIST,124 HARVARD ST,BROOKLINE,MA,02446-6499,42.323853,-71.142003,0
fc640f75-fb4b-3886-9b0e-7d963199196d,05f449e8-89fc-3204-ac89-2416cc734431,Marcelle381 Wunsch504,F,CLINICAL PSYCHOLOGIST,124 HARVARD ST,BROOKLINE,MA,02446-6499,42.323853,-71.142003,0
486f5456-cf15-3fbc-be5d-6b291e1899b8,05f449e8-89fc-3204-ac89-2416cc734431,Julius90 Welch179,M,GENERAL PRACTICE,124 HARVARD ST,BROOKLINE,MA,02446-6499,42.323853,-71.142003,32
b075158f-f774-3ffc-910b-6657eab55a54,c62b7522-81b2-3fe0-b4e6-1cc47e128a39,Morgan564 Orn563,M,CLINICAL SOCIAL WORKER,18 CENTRAL ST,FOXBORO,MA,02035-2425,42.064024,-71.248401,0
f03d8ca4-36f4-3589-933b-d416514c18f8,c62b7522-81b2-3fe0-b4e6-1cc47e128a39,Lorena247 Sevilla788,F,CLINICAL SOCIAL WORKER,18 CENTRAL ST,FOXBORO,MA,02035-2425,42.064024,-71.248401,0
922b7490-0faa-3283-b24a-f00a7e3d079e,c62b7522-81b2-3fe0-b4e6-1cc47e128a39,Evangeline16 Schinner682,F,CLINICAL SOCIAL WORKER,18 CENTRAL ST,FOXBORO,MA,02035-2425,42.064024,-71.248401,0
af6bcdb3-91ed-39b8-a2b9-e5803ad8f461,c62b7522-81b2-3fe0-b4e6-1cc47e128a39,Dung738 Skiles927,F,CLINICAL SOCIAL WORKER,18 CENTRAL ST,FOXBORO,MA,02035-2425,42.064024,-71.248401,0
f261fb9f-749b-34f3-8aa8-666db02622f2,c62b7522-81b2-3fe0-b4e6-1cc47e128a39,Morgan564 Orn563,M,GENERAL PRACTICE,18 CENTRAL ST,FOXBORO,MA,02035-2425,42.064024,-71.248401,39
50665fcb-70bf-331e-8139-b8a051d1b025,f0268df7-588d-3e55-bab9-e29862a3be00,Gary33 Ledner144,M,CHIROPRACTIC,73 CENTRAL ST,WEST BOYLSTON,MA,01583-1418,42.369417,-71.785036,0
64d6e6ed-2320-37ea-876e-d365b34dbc59,f0268df7-588d-3e55-bab9-e29862a3be00,Sharee66 Heaney114,F,CHIROPRACTIC,73 CENTRAL ST,WEST BOYLSTON,MA,01583-1418,42.369417,-71.785036,0
1d3f55ee-8606-3589-978c-18b3615676b0,f0268df7-588d-3e55-bab9-e29862a3be00,Ana Luisa894 Pantoja215,F,GENERAL PRACTICE,73 CENTRAL ST,WEST BOYLSTON,MA,01583-1418,42.369417,-71.785036,22
e124fa59-1f3e-3773-bcaa-dbd0467cefb6,8994a6d2-3d4f-3a03-bbd8-974f1f2ae7d7,Troy560 VonRueden376,M,CLINICAL SOCIAL WORKER,400 W CUMMINGS PARK,WOBURN,MA,01801-6508,42.488769,-71.154438,0
2bce5b65-d3c2-3f10-8c51-638cb2a80095,8994a6d2-3d4f-3a03-bbd8-974f1f2ae7d7,Cory323 Rippin620,M,CLINICAL SOCIAL WORKER,400 W CUMMINGS PARK,WOBURN,MA,01801-6508,42.488769,-71.154438,0
f3886651-329c-3977-b5e9-c614c78e4971,8994a6d2-3d4f-3a03-bbd8-974f1f2ae7d7,Charlie254 Goyette777,M,CLINICAL SOCIAL WORKER,400 W CUMMINGS PARK,WOBURN,MA,01801-6508,42.488769,-71.154438,0
75516c31-4187-3d77-85d7-ed5b21ffc2de,8994a6d2-3d4f-3a03-bbd8-974f1f2ae7d7,Doloris378 Bradtke547,F,CLINICAL SOCIAL WORKER,400 W CUMMINGS PARK,WOBURN,MA,01801-6508,42.488769,-71.154438,0
0962b24d-204d-3be6-a014-78cac0273f1c,8994a6d2-3d4f-3a03-bbd8-974f1f2ae7d7,Troy560 VonRueden376,M,GENERAL PRACTICE,400 W CUMMINGS PARK,WOBURN,MA,01801-6508,42.488769,-71.154438,66
6d52dada-caae-319e-8c79-8bb595b14be4,c3c871ec-0844-3052-95d2-893c6fb54b65,Ronna740 Skiles927,F,CLINICAL SOCIAL WORKER,36 WOBURN ST,READING,MA,01867-2903,42.535183,-71.105423,0
4ce04b05-bd62-3b1e-bad1-203f16cab3fe,c3c871ec-0844-3052-95d2-893c6fb54b65,Jimmie93 O'Hara248,M,CLINICAL SOCIAL WORKER,36 WOBURN ST,READING,MA,01867-2903,42.535183,-71.105423,0
7ea48be9-0a15-341f-bcd0-de7e57629ea6,c3c871ec-0844-3052-95d2-893c6fb54b65,Fran41 Parisian75,F,CLINICAL SOCIAL WORKER,36 WOBURN ST,READING,MA,01867-2903,42.535183,-71.105423,0
0735c378-8f67-39eb-87bf-b04010c35f32,c3c871ec-0844-3052-95d2-893c6fb54b65,Conrad619 Kuphal363,M,CLINICAL SOCIAL WORKER,36 WOBURN ST,READING,MA,01867-2903,42.535183,-71.105423,0
cb1bd6f1-2907-3ab8-bf26-ad05eb22957e,c3c871ec-0844-3052-95d2-893c6fb54b65,Ronna740 Skiles927,F,GENERAL PRACTICE,36 WOBURN ST,READING,MA,01867-2903,42.535183,-71.105423,79
c9ecb329-a7b9-3e7a-bc22-8d9deb576303,f6b3bda6-02ee-37cc-8c1f-8fa554e5577a,Anthony633 Schaden604,M,CLINICAL PSYCHOLOGIST,361 MASSACHUSETTS AVE,ARLINGTON,MA,02474-6719,42.418721999999995,-71.163912,0
72a15faf-1663-3c99-92f2-9a8ef9a3d5cd,f6b3bda6-02ee-37cc-8c1f-8fa554e5577a,Anthony633 Schaden604,M,CLINICAL SOCIAL WORKER,361 MASSACHUSETTS AVE,ARLINGTON,MA,02474-6719,42.418721999999995,-71.163912,0
00f5b534-18e8-3f83-9593-38c3ee814f4a,f6b3bda6-02ee-37cc-8c1f-8fa554e5577a,Elliot577 Mitchell808,M,CLINICAL SOCIAL WORKER,361 MASSACHUSETTS AVE,ARLINGTON,MA,02474-6719,42.418721999999995,-71.163912,0
fe7df6da-a1cb-380e-9289-ca9d35586d7c,f6b3bda6-02ee-37cc-8c1f-8fa554e5577a,Dalia295 Schaden604,F,GENERAL PRACTICE,361 MASSACHUSETTS AVE,ARLINGTON,MA,02474-6719,42.418721999999995,-71.163912,65
0b241c95-eec2-3ee8-8ffc-c49c0911ba27,198b7252-7aa4-378a-85b2-76396dd852f9,Gudrun69 Hirthe744,F,CLINICAL PSYCHOLOGIST,120 N MAIN ST,ATTLEBORO,MA,02703-2248,41.931653000000004,-71.294503,0
8151dabe-e1f3-38b4-b82b-7886c2355f83,198b7252-7aa4-378a-85b2-76396dd852f9,Fairy757 Dietrich576,F,CLINICAL PSYCHOLOGIST,120 N MAIN ST,ATTLEBORO,MA,02703-2248,41.931653000000004,-71.294503,0
2c2de6b1-8230-369f-9adf-ad9223743361,198b7252-7aa4-378a-85b2-76396dd852f9,Gudrun69 Hirthe744,F,CLINICAL SOCIAL WORKER,120 N MAIN ST,ATTLEBORO,MA,02703-2248,41.931653000000004,-71.294503,0
34f27f53-ba2d-3620-a82b-e5004fe9d422,198b7252-7aa4-378a-85b2-76396dd852f9,Bobby524 Dietrich576,M,CLINICAL SOCIAL WORKER,120 N MAIN ST,ATTLEBORO,MA,02703-2248,41.931653000000004,-71.294503,0
1e2514e8-4b32-3810-be43-84d9f58d6369,198b7252-7aa4-378a-85b2-76396dd852f9,Gudrun69 Hirthe744,F,GENERAL PRACTICE,120 N MAIN ST,ATTLEBORO,MA,02703-2248,41.931653000000004,-71.294503,26
178c46bc-1537-3760-8184-55d49378649e,3417f72c-36d3-3e9d-b28e-9f7a165c3ed8,Wendell199 Walsh511,M,OPTOMETRY,738 HIGH ST,WESTWOOD,MA,02090-2503,42.219645,-71.216768,0
438b3c21-aa4d-3060-9fea-b2f0a23b0d5a,3417f72c-36d3-3e9d-b28e-9f7a165c3ed8,Cathey606 Roberts511,F,OPTOMETRY,738 HIGH ST,WESTWOOD,MA,02090-2503,42.219645,-71.216768,0
3d163b02-82c5-344f-af4d-6100358a378a,3417f72c-36d3-3e9d-b28e-9f7a165c3ed8,Coral377 Walsh511,F,GENERAL PRACTICE,738 HIGH ST,WESTWOOD,MA,02090-2503,42.219645,-71.216768,44
460502ad-518c-3254-a5c9-a4be34c168cf,6cb36205-a8ea-322b-8376-c9c7dc6121df,Gabriel934 MacGyver246,M,CHIROPRACTIC,352 PARK ST,NORTH READING,MA,01864-2164,42.578222,-71.084398,0
ad411aef-8430-3995-adaf-afa85c2e978e,6cb36205-a8ea-322b-8376-c9c7dc6121df,Ana Luisa894 Medrano332,F,CHIROPRACTIC,352 PARK ST,NORTH READING,MA,01864-2164,42.578222,-71.084398,0
3d496497-d09e-357d-b147-6bb3da6abb71,6cb36205-a8ea-322b-8376-c9c7dc6121df,Gabriel934 MacGyver246,M,GENERAL PRACTICE,352 PARK ST,NORTH READING,MA,01864-2164,42.578222,-71.084398,55
ee57b755-791c-31d8-8707-a72bbfeb5896,f59a9262-98bf-30b2-9317-6eef39885a34,Nicky270 Funk324,M,CLINICAL SOCIAL WORKER,243 ANDOVER ST,PEABODY,MA,01960-1521,42.534279,-70.969782,0
