Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
289322f9-2d76-0f1a-9aa8-50faf37c9072,1946-01-02,,999-13-9863,S99968592,X13239945X,Mr.,Harrison106,Zemlak964,,,M,white,nonhispanic,M,Boston  Massachusetts  US,300 Wehner Tunnel,Dudley,Massachusetts,Worcester County,,42.082795588163535,-71.93709470361924,160696.5,63279.66999999998
e5d4c3c8-256e-4e6d-55fd-fd2c3075f537,2006-02-10,,999-63-9783,,,,Shawn523,Zemlak964,,,,white,nonhispanic,M,Adams  Massachusetts  US,267 Towne Crossroad,Worcester,Massachusetts,Worcester County,01607,42.232630443565036,-71.82889674595938,46041.91,3110.6
67a22b8c-6a59-58b4-f74e-a20ac43df5d7,2014-04-02,,999-92-1776,,,,Chi716,Von197,,,,asian,nonhispanic,M,Charlton  Massachusetts  US,834 Sporer Parade Suite 92,Danvers,Massachusetts,Essex County,01923,42.597662081785074,-70.96393046713318,176791.8,2094.0099999999998
719c8e66-25ca-c43c-aacb-5633689cf8f6,1980-12-03,,999-24-2733,S99965879,X29993217X,Mrs.,Kylee806,Hansen121,,Kassulke119,M,white,nonhispanic,F,Boston  Massachusetts  US,136 Hilpert Neck,Norwood,Massachusetts,Norfolk County,02062,42.23582349089354,-71.23334994038188,900788.78,9943.919999999998
c385b200-3c47-e7f7-67e0-c80508120587,1973-05-24,,999-33-2182,S99937075,X65093701X,Mr.,Julio255,Leyva523,,,M,white,hispanic,M,Roseau  Saint George  DM,846 Cummings Green Apt 2,Newton,Massachusetts,Middlesex County,02459,42.337429001996085,-71.13392559327833,1039561.63,2727.8299999999995
56a3d8de-1bfb-f350-e1a2-8365beb678f3,1966-06-27,,999-49-7195,S99929178,X49097107X,Mrs.,Reta616,Durgan499,,Anderson154,M,black,nonhispanic,F,Holyoke  Massachusetts  US,882 Johnson Wall,Winchester,Massachusetts,Middlesex County,,42.413952930271954,-71.16368895344229,1237654.77,6015.889999999999
58cbe49c-2d1d-fa5a-e53a-1bb5556eb7e1,1947-03-10,,999-27-3605,S99981612,X87169523X,Mrs.,Penney623,Hickle134,,Volkman526,M,white,nonhispanic,F,Rockport  Massachusetts  US,314 Stark Burg,North Attleborough,Massachusetts,Bristol County,,41.97850088995511,-71.38124418281218,1447557.54,7390.049999999999
4270d9cc-419f-802d-1c29-5ba49da808b0,1946-02-15,,999-20-7393,S99936264,X34238952X,Mr.,Rico947,Hamill307,,,M,white,nonhispanic,M,Milton  Massachusetts  US,367 Sauer Ramp,Bellingham,Massachusetts,Norfolk County,,42.08833881506292,-71.51120570433396,1452058.48,15227.699999999999
94e2a4d5-e6bd-1b6d-153c-dd63681dff4a,1997-12-30,,999-55-2085,S99964542,X78964599X,Ms.,Emmaline88,Herzog843,,,,white,nonhispanic,F,Chelmsford  Massachusetts  US,437 Hackett Village,Salem,Massachusetts,Essex County,,42.50776551616446,-70.94630197873825,533241.33,3026.2999999999997
299fd8e8-e49b-f4a8-10b5-a5330bd09dee,1928-06-25,1988-02-22,999-18-7258,S99944265,X43320324X,Mr.,Alphonse92,Buckridge80,,,M,white,nonhispanic,M,Boston  Massachusetts  US,916 Crist Frontage road,Athol,Massachusetts,Worcester County,,42.593658926246945,-72.18734979611712,1439140.66,3625.2999999999997
6eefe05e-596e-fd44-a544-ee1d2d26761f,1960-11-10,2017-06-23,999-35-3900,S99941456,X80035586X,Mrs.,Svetlana462,Blanda868,JD,Blanda868,M,white,nonhispanic,F,Carlisle  Massachusetts  US,265 Grimes Highlands Suite 25,Agawam,Massachusetts,Hampden County,01030,42.03905438769945,-72.57942825235686,1445393.13,13077.22
dafb7fd6-ff75-593e-0fb7-a09436de3932,1954-03-17,,999-34-9297,S99931100,X3925283X,Mrs.,Rowena386,Dickens475,,O'Reilly797,M,white,nonhispanic,F,Woburn  Massachusetts  US,825 Barton Neck Unit 90,Lowell,Massachusetts,Middlesex County,,42.66976328704083,-71.3629471986841,1434575.31,9287.259999999998
2ef133cb-c639-b606-ceec-f871b3c2d396,2013-11-09,,999-75-3482,,,,Michale231,Kozey370,,,,white,nonhispanic,M,Brockton  Massachusetts  US,1048 Kessler Path Suite 37,North Adams,Massachusetts,Berkshire County,01247,42.62944701329756,-73.12702689364673,24905.65,774.9599999999999
0b8f5588-d3f0-2670-0580-62f49eb759ad,2012-08-01,,999-15-4783,,,,Yajaira121,Blanda868,,,,white,nonhispanic,F,Peabody  Massachusetts  US,864 Bergnaum Bridge,Boylston,Massachusetts,Worcester County,,42.34679716952277,-71.7078664875835,187916.35,2322.14
a392ff41-dfcc-eb76-777d-e2d45b19b82c,1977-11-09,,999-19-4003,S99967329,X41940240X,Mr.,Kurt412,Hegmann834,,,S,white,nonhispanic,M,Wakefield  Massachusetts  US,301 Bergstrom Vista,Revere,Massachusetts,Suffolk County,,42.401097761519814,-70.99111715084842,1150160.94,4607.16
777b4dcf-c971-5f42-54f8-052e723f3274,1928-06-25,1981-08-07,999-87-9430,S99979122,X88917649X,Mr.,Issac619,Harvey63,,,S,white,nonhispanic,M,Swampscott  Massachusetts  US,706 Hackett Branch,Athol,Massachusetts,Worcester County,01331,42.59881451531315,-72.19663337659053,1282534.73,3443.6
f4cffc37-c837-d4d8-f5cf-a57746260dcf,1997-12-04,,999-76-1263,S99911767,X33838857X,Mr.,Damion480,Daugherty69,,,,asian,hispanic,M,Westfield  Massachusetts  US,771 Abshire Village Apt 95,Boston,Massachusetts,Suffolk County,02203,42.42753503504664,-71.04566660806822,72188.53,3634.62
bee16b64-1309-e99c-d8d1-0559a9215d4e,2010-09-12,,999-70-1260,,,,Jeremiah751,Bradtke547,,,,black,nonhispanic,M,Canton  Massachusetts  US,969 Stehr Loaf,Somerville,Massachusetts,Middlesex County,02140,42.44632096939893,-71.08011759311745,279886.97,2454.04
6737dfb5-3765-aa62-1047-77f0f70ca6ca,1942-09-28,,999-23-6783,S99935131,X13035072X,Mrs.,Desiree125,Smith67,,MacGyver246,M,white,nonhispanic,F,Winchendon  Massachusetts  US,680 Greenfelder Way Suite 37,Danvers,Massachusetts,Essex County,01923,42.5746254327294,-70.94943469603352,1533278.47,6740.61
1c3b5317-1159-8f88-56f8-54b74e683431,1960-10-25,,999-97-5019,S99969511,X14328596X,Mr.,Alva958,Hauck852,,,M,white,nonhispanic,M,Barnstable  Massachusetts  US,991 Fay Forge,Adams,Massachusetts,Berkshire County,01220,42.667967474678385,-73.13748925672172,1310312.77,4402.5599999999995
053ed5eb-202b-2138-82c2-0d37d6555b9a,1942-08-17,2014-09-22,999-40-6373,S99997822,X46684977X,Mrs.,Sabine292,Leuschke194,,Roob72,M,white,nonhispanic,F,Somerville  Massachusetts  US,250 Will Approach Suite 20,Norton Center,Massachusetts,Bristol County,,41.94634390043205,-71.1973240067962,1441978.52,11873.969999999998
689c75ac-5e0c-d525-f79e-22d09de45da4,1960-11-10,,999-57-6056,S99940732,X26813356X,Mrs.,Dahlia209,Kuhn96,JD,Smith67,M,white,nonhispanic,F,Millis  Massachusetts  US,209 Upton Promenade,Agawam,Massachusetts,Hampden County,,42.10685743222048,-72.69127336040115,1361832.35,7103.329999999999
71a564f3-952f-e7f0-0b6c-f8568f3e5165,1980-12-17,,999-45-4893,S99972446,X22308097X,Mr.,Rusty501,Metz686,,,S,white,nonhispanic,M,Brookline  Massachusetts  US,496 Larson Approach,Norwood,Massachusetts,Norfolk County,,42.18083177583473,-71.23618383273082,971712.96,4345.37
40029dc4-dfaa-fe8a-082c-65cd1821afb3,1993-07-12,,999-84-3682,S99992281,X25090485X,Ms.,Jose871,Schneider199,,,S,white,nonhispanic,F,Northampton  Massachusetts  US,325 Will Row Suite 96,Auburn,Massachusetts,Worcester County,,42.16632402786725,-71.86107202243998,686777.02,5204.709999999999
d3d8f5d8-8d3b-9c09-85ce-d23f2ec791b8,2001-07-04,,999-51-5892,S99960535,,Ms.,Milagros256,Wilderman619,,,,white,nonhispanic,F,Dennis  Massachusetts  US,440 Osinski Forge,Cambridge,Massachusetts,Middlesex County,02472,42.39327621519467,-71.06210619179419,437606.09,4002.9399999999996
8dd776f1-aabf-2b81-b9bf-528ce9060afe,1964-05-20,,999-34-1916,S99944004,X24273437X,Mrs.,Simonne139,Herzog843,,Shanahan202,M,white,nonhispanic,F,Newton  Massachusetts  US,645 Rutherford Light,Holyoke,Massachusetts,Hampden County,,42.19887028045626,-72.67785220951654,1293349.8,10917.509999999998
5cae5d34-dec2-5afe-ffd7-3b0648b28c83,1978-06-01,,999-42-6514,S99963889,X73802376X,Mrs.,Jenelle653,Effertz744,,Murazik203,M,asian,nonhispanic,F,Cantho  Cần Thơ  VN,826 Cruickshank Path,Westford,Massachusetts,Middlesex County,,42.55795427801071,-71.45190447759137,26803.5,864.8999999999997
2a095758-a0a2-7d8c-ad2d-adf3bb0d4e2f,1992-02-23,,999-47-3054,S99972008,X80801329X,Mr.,Tyron580,Stroman228,,,M,white,nonhispanic,M,Winchester  Massachusetts  US,541 Mills Glen Unit 62,Spencer,Massachusetts,Worcester County,,42.242812602341765,-71.98281298019764,631842.4,5499.389999999999
8d35cefb-8f41-e45a-37d5-aeda7255adc2,2020-06-15,,999-81-7070,,,,Sherwood961,West559,,,,white,nonhispanic,M,Conway  Massachusetts  US,201 Ortiz Wynd Suite 76,Holyoke,Massachusetts,Hampden County,01040,42.196345898113556,-72.65701232247041,2500.0,645.8
200ec782-98ac-cd01-243e-61812329eee2,1928-06-25,,999-23-5902,S99987725,X14823869X,Mr.,Houston994,Douglas31,,,S,white,nonhispanic,M,Marblehead  Massachusetts  US,749 Conn Ferry Unit 21,Athol,Massachusetts,Worcester County,,42.571150113132674,-72.20566176117359,1497249.81,9890.199999999999
4e5d2f66-9a9c-0767-819d-0b6dde29c4cb,1984-08-29,,999-20-2436,S99938444,X37719041X,Ms.,Enid644,Vandervort697,,,S,white,nonhispanic,F,Framingham  Massachusetts  US,967 Kuvalis Arcade Unit 38,Norton,Massachusetts,Bristol County,,41.972676910298055,-71.18446008967814,760218.97,7835.979999999999
5364a10c-3912-9eda-949e-25712b82c4f1,1942-08-17,,999-48-6323,S99972892,X35765729X,Mrs.,Katheleen349,Roob72,,Bode78,M,white,nonhispanic,F,Wenham  Massachusetts  US,262 Wisozk Junction,Norton Center,Massachusetts,Bristol County,,42.01370217195328,-71.15184791752094,1396223.1,11268.509999999998
8b391023-261f-a3a5-9ac3-c7df2a7d6b61,1948-05-13,1984-10-18,999-11-3002,S99910355,X83728693X,Ms.,Porsche32,Baumbach677,,,S,white,nonhispanic,F,Quincy  Massachusetts  US,170 Strosin Park Unit 58,Amherst,Massachusetts,Hampshire County,,42.3391374434685,-72.54193445204172,768957.44,5854.919999999999
55746c86-09a6-9664-39d7-c96e4a36eccb,2002-07-18,,999-48-1315,S99970163,,Ms.,Johana303,Greenholt190,,,,white,nonhispanic,F,Milford  Massachusetts  US,356 Howell Stravenue,Wareham,Massachusetts,Plymouth County,,41.748111434049996,-70.72849244264992,476616.2,3305.5099999999998
f5313878-21ea-e57b-c397-2eb4f8f9077c,1977-08-30,2014-07-27,999-98-5303,S99982937,X47128642X,Ms.,Greta919,Feest103,,,S,black,nonhispanic,F,Haverhill  Massachusetts  US,731 Carroll Ramp Suite 22,Boston,Massachusetts,Suffolk County,02152,42.3885504854706,-71.11006573778918,117092.2,6288.41
8a1b1507-9cc2-ef10-8287-a58c3898bf1c,1970-01-25,,999-34-7997,S99974369,X25826306X,Ms.,Arla414,Sauer652,,,S,white,nonhispanic,F,Ware  Massachusetts  US,259 Yost Hollow,Marlborough,Massachusetts,Middlesex County,,42.33389174656998,-71.51008535205777,164453.32,13283.239999999998
7055b808-82f2-f791-5b95-7573f87e0cc8,1978-11-07,2018-07-31,999-36-6271,S99958738,X25443183X,Mrs.,Ashli227,McDermott739,,Borer986,M,white,nonhispanic,F,Westfield  Massachusetts  US,1069 Lebsack Spur,Wellesley,Massachusetts,Norfolk County,,42.29808702605667,-71.24575389936892,992638.73,6918.019999999999
d74c468f-9d15-a4af-4b9f-5553a859937e,1981-12-31,,999-56-2529,S99913567,X73539694X,Mr.,Stanton715,Mills423,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,1024 Armstrong Vale,Cambridge,Massachusetts,Middlesex County,02140,42.40413340067483,-71.13737135469202,1039912.01,2796.4399999999996
881e1276-9bea-816b-0933-7845e54ab57f,1961-11-30,,999-48-7162,S99967365,X14471823X,Mr.,Perry780,Hessel84,,,M,white,nonhispanic,M,Winthrop  Massachusetts  US,725 McCullough Highlands,Woburn,Massachusetts,Middlesex County,,42.523294753694834,-71.1357628819288,1572809.05,4293.84
448a00a5-8b07-abe1-4f0f-1210ced25050,1984-08-02,,999-85-2196,S99952154,X47446491X,Mr.,Roger751,Upton904,,,S,white,nonhispanic,M,Wellesley  Massachusetts  US,148 Predovic Parade Suite 4,Greenfield,Massachusetts,Franklin County,01301,42.658377007847285,-72.64146463150159,979248.0,2722.2799999999997
8d5988bc-6db5-1e0a-6133-525031208581,1934-02-14,2020-03-15,999-50-2338,S99958034,X8684932X,Mrs.,Agripina633,Bruen238,,Rice937,M,white,nonhispanic,F,Pembroke  Massachusetts  US,862 Reichert Spur Apt 39,Holyoke,Massachusetts,Hampden County,01040,42.195970407763696,-72.68793344759968,1442187.09,11687.859999999999
94a0a174-2f87-f450-b136-c0f3654a5b3e,1948-05-13,,999-66-8094,S99976189,X72003255X,Mrs.,Jalisa590,McCullough561,,Morissette863,M,white,nonhispanic,F,Barnstable  Massachusetts  US,541 Gutmann Bay Suite 92,Amherst,Massachusetts,Hampshire County,,42.34649262424806,-72.513006991369,1604916.01,12071.33
62b8800d-2a09-944d-5c5e-e30463165475,1978-11-07,,999-63-5184,S99922403,X17899124X,Mrs.,Terrilyn343,Rowe323,,Hayes766,M,white,nonhispanic,F,Nantucket  Massachusetts  US,801 Hansen Grove,Wellesley,Massachusetts,Norfolk County,02481,42.29740379206642,-71.21428267780195,848642.65,8965.969999999998
d4e811fc-509a-1082-3042-8a18ffec1728,1973-05-21,,999-31-2700,S99985964,X10782185X,Mrs.,Leigha840,Haag279,,Tremblay80,M,white,nonhispanic,F,Leominster  Massachusetts  US,372 Hand Spur,Cambridge,Massachusetts,Middlesex County,02142,42.43402591664655,-71.0903693396056,1032136.49,11441.199999999999
d6b91bb0-72eb-a88a-331a-eaea7dfea4cb,1977-08-30,,999-80-4044,S99948383,X44217749X,Ms.,Vina438,Carter549,,,S,black,nonhispanic,F,Milford  Massachusetts  US,909 Kessler Camp Apt 90,Boston,Massachusetts,Suffolk County,02116,42.394403603328726,-71.08523689466344,149488.92,34297.54
cc2d60f7-097d-790c-208a-2181bca4639b,1989-12-01,,999-69-4901,S99974896,X58068493X,Mr.,Kirk871,Bayer639,,,M,white,nonhispanic,M,Middleborough  Massachusetts  US,611 Kunde Burg Apt 3,Quincy,Massachusetts,Norfolk County,02170,42.2366459969225,-71.01291518243234,792897.46,3283.7799999999997
4f5f2a9f-3de3-592a-25c7-3442f500b0fa,1971-03-09,,999-25-9445,S99911964,X86427849X,Mrs.,Melida518,Shanahan202,,Runolfsson901,M,white,nonhispanic,F,Avon  Massachusetts  US,627 McCullough Passage Suite 32,Concord,Massachusetts,Middlesex County,,42.468842190395264,-71.31569632792532,1137010.29,5638.539999999999
e797d4ea-68f8-8021-6943-561ac16d442e,1989-06-01,,999-35-8051,S99926240,X9340254X,Mrs.,Johanna547,Steuber698,,Herzog843,M,white,nonhispanic,F,Brookline  Massachusetts  US,779 Cole Estate,Worcester,Massachusetts,Worcester County,01607,42.244824373633186,-71.85094993158692,715320.79,9289.859999999999
28c11316-b04f-06e1-41c2-d848bb844f6d,1934-02-14,,999-45-5715,S99929196,X78327781X,Mrs.,Lachelle614,Gislason620,,Schmeler639,M,white,nonhispanic,F,Methuen  Massachusetts  US,1042 Harber Boulevard,Holyoke,Massachusetts,Hampden County,,42.239802758576026,-72.64626893709877,1643139.54,9320.31
da80ec14-c395-ab97-b06f-7ec003cbbf3a,1968-02-22,2020-02-25,999-74-7086,S99910182,X43978858X,Ms.,Wilda367,Sauer652,,,S,white,nonhispanic,F,Reading  Massachusetts  US,474 Hills Gateway,Lowell,Massachusetts,Middlesex County,01851,42.693996664491785,-71.35058222275156,1088970.9,61934.51999999999
a5ac4fdf-5066-97a4-d9df-6abf52ff0a42,1949-08-08,,999-51-7356,S99966086,X3828983X,Mr.,Daren950,Weissnat378,,,M,black,nonhispanic,M,Holyoke  Massachusetts  US,115 Pagac Burg Unit 25,Weymouth,Massachusetts,Norfolk County,,42.163633892408264,-70.95507642449014,1362670.7,13561.74
40c54ebc-26fc-ab70-675d-21a2bcd20ac0,2014-10-31,,999-85-6371,,,,Misti388,Funk324,,,,white,nonhispanic,F,Tewksbury  Massachusetts  US,966 Abshire Fork,Northbridge,Massachusetts,Worcester County,,42.14552950602498,-71.70468591840158,25489.829999999998,645.8
34c64a83-e442-dbdb-de9b-4927d4e72415,1971-08-09,,999-52-2124,S99942326,X191009X,Mr.,Lucien408,Dare640,,,M,black,nonhispanic,M,Medfield  Massachusetts  US,937 Treutel Wall,Bedford,Massachusetts,Middlesex County,01730,42.49016857673829,-71.258673327902,1077803.96,5152.5199999999995
303161a4-d0e6-058f-a67e-0f78527da173,1961-07-18,,999-99-2308,S99920319,X52454586X,Ms.,Jenna662,Strosin214,,,S,white,nonhispanic,F,Boston  Massachusetts  US,307 Kozey Boulevard,Millbury,Massachusetts,Worcester County,,42.17660730819696,-71.74330162328654,1335515.28,9288.239999999998
110aa036-a193-853f-c950-070e31e59ea9,1956-06-14,,999-37-4399,S99995302,X61576349X,Mr.,Claudio955,Orn563,,,M,white,nonhispanic,M,Montague  Massachusetts  US,148 Luettgen Forge Suite 10,Orleans,Massachusetts,Barnstable County,,41.80469357411906,-70.02143304520712,1640800.82,5696.73
e046dfcc-573e-4b3e-6c77-1169c87b97f9,2007-06-22,,999-34-2243,,,,Steven797,Wehner319,,,,white,nonhispanic,M,Medford  Massachusetts  US,1035 Schinner Parade Suite 21,Springfield,Massachusetts,Hampden County,01199,42.06794584187647,-72.61122352605038,282849.04,2841.52
f47966c7-201d-9264-af04-72dc5da8311a,2016-08-30,,999-64-3711,,,,Shanae34,Grant908,,,,black,nonhispanic,F,West Springfield  Massachusetts  US,845 Kohler Ferry,Boston,Massachusetts,Suffolk County,02122,42.345926093990094,-71.16153206488902,99252.42,1886.4499999999998
ef5780dc-3d3c-048c-3a9d-e596661952ba,1962-04-30,,999-36-5979,S99919437,X66397561X,Mrs.,See995,Bednar518,,Mayer370,M,white,nonhispanic,F,West Springfield  Massachusetts  US,663 Stroman Glen,Boston,Massachusetts,Suffolk County,02128,42.375007161050085,-71.04432284344091,1357455.19,9115.779999999999
45cb7d59-98c4-1994-4613-9409bd186b6a,1994-11-26,,999-16-4885,S99910575,X1385115X,Ms.,Vicenta966,Roob72,,,,white,nonhispanic,F,Millis  Massachusetts  US,707 Zemlak View,Ashland,Massachusetts,Middlesex County,,42.27993042131165,-71.42701016092052,590601.99,3580.4399999999996
f7a0cda0-cf08-2751-d75d-895ab4c5292d,1968-02-22,,999-61-5560,S99963096,X32322148X,Mrs.,Jacqualine965,Gottlieb798,,Oberbrunner298,M,white,nonhispanic,F,Arlington  Massachusetts  US,879 Hettinger Knoll Apt 74,Lowell,Massachusetts,Middlesex County,01854,42.62412638302742,-71.3635995349553,1106285.86,7720.539999999999
32c8d20d-3e8f-7f24-c9c2-3922975a9735,2004-09-08,,999-48-5586,S99948867,,,Bradley693,Larson43,,,,white,nonhispanic,M,Somerville  Massachusetts  US,582 Mueller Pathway Unit 9,Uxbridge,Massachusetts,Worcester County,,42.07433068655449,-71.64205774288455,438948.78,2844.0
adb5192e-10b8-473c-8d3b-6829243556b6,1988-07-09,,999-94-2917,S99958203,X49442938X,Ms.,Kindra525,McLaughlin530,,,S,white,nonhispanic,F,Lexington  Massachusetts  US,193 Abshire Esplanade Suite 48,Plymouth,Massachusetts,Plymouth County,02360,41.91181350440151,-70.64042002831175,657468.09,5296.609999999999
87aff75a-0996-6345-ae8b-b7fb68801d10,1975-08-05,,999-63-1200,S99916317,X69553668X,Mr.,Jonas187,Considine820,,,M,white,nonhispanic,M,Westfield  Massachusetts  US,674 Doyle Green Unit 78,Woburn,Massachusetts,Middlesex County,01890,42.51766864818362,-71.19836118974911,942488.63,3823.7999999999997
b87f463a-12d5-05d3-fac9-ab738d46b7d2,2018-11-11,,999-41-1841,,,,Kattie846,Sporer811,,,,asian,nonhispanic,F,Revere  Massachusetts  US,1018 Lakin Port,Framingham,Massachusetts,Middlesex County,01701,42.32252346183202,-71.47607134217793,60960.0,1179.9299999999998
a71da531-030b-c9a4-6b80-2d7647ee8d51,2003-04-11,,999-63-4796,S99963676,,,Barabara924,Howe413,,,,white,hispanic,F,Agawam  Massachusetts  US,288 Barton Trailer,Chicopee,Massachusetts,Hampden County,01020,42.20164079627127,-72.59781473643254,5354.79,0.0
2039f8ec-3cde-5d94-cc83-93f983460b9d,1990-09-17,,999-42-1500,S99977221,X29210326X,Mrs.,Shanel903,Waelchi213,PhD,Fisher429,M,white,nonhispanic,F,Devens  Massachusetts  US,706 Kub Bypass Unit 21,Sturbridge,Massachusetts,Worcester County,01566,42.08529901637238,-71.99508067994994,626641.44,14354.09
c7457266-8700-b96e-8bf9-5f9be225c450,1989-12-19,,999-85-7601,S99983423,X57774096X,Mrs.,Judi176,Berge125,,Yundt842,M,white,nonhispanic,F,Millville  Massachusetts  US,811 Kling Light Suite 20,Lynn,Massachusetts,Essex County,01905,42.508326155065944,-70.99135628078827,681330.7,10567.929999999998
d83fba37-8700-7703-a0b2-8c7331f68516,1989-08-27,,999-75-1433,S99931367,X72019646X,Mr.,Dean966,Oberbrunner298,,,M,white,nonhispanic,M,Concord  Massachusetts  US,947 Keeling Byway,Lowell,Massachusetts,Middlesex County,01850,42.59608804655931,-71.31866400917528,836958.46,3791.3999999999996
d21502ff-e836-85d9-a531-16f0e6e56a8f,1951-05-20,,999-70-4466,S99962159,X6513703X,Mrs.,Evelin941,Hirthe744,,Lind531,M,white,nonhispanic,F,Boston  Massachusetts  US,944 Hartmann Viaduct,Brockton,Massachusetts,Plymouth County,,42.08845423995841,-71.0444209436376,146447.99,8013.62
a97ebdbb-de6b-0454-db78-eadce343b3d6,2015-05-26,,999-56-7183,,,,Jamel269,Hackett68,,,,white,nonhispanic,M,Cambridge  Massachusetts  US,1021 Grant Overpass,Taunton,Massachusetts,Bristol County,02767,41.93651991006134,-71.12219136350552,154331.28,1808.24
